nazwa firmy;adres;www;email;telefony;branże
PROMYK Jadłodajnia & Catering;ul. Generała Józefa Bema 1132-600 Oświęcim;www.promyk.oswiecim.pl;None;['tel. (33) 445 70 02', 'kom. 884 020 577', 'kom. 662 495 471', 'kom. 607 250 822'];['Restauracje, bary, puby', 'Catering']
Przedsiębiorstwo Handlowo-Usługowe GÓRNIK Sp. z o.o.;Bogdanka21-013 Puchaczów;www.phugornik.pl;None;['tel. (81) 462 56 59', 'fax (81) 462 54 67'];['Spożywcze artykuły, dodatki, przyprawy', 'Catering']
Restauracja DIMITRIS;ul. Grunwaldzka 32660-166 Poznań - Grunwald;www.restauracjadimitris.pl;None;['tel. (61) 867 31 60', 'kom. 601 498 189'];['Restauracje, bary, puby', 'Catering', 'Wyroby garmażeryjne']
Restauracja HOBU;ul. Plebiscytowa 1040-035 Katowice;www.hobu.pl;None;['tel. (32) 203 00 10'];['Restauracje, bary, puby', 'Catering']
Restauracja Italia;ul. Chopina 16e62-510 Konin;www.resitalia.konin.pl;None;['tel. (63) 244 86 28', 'tel. (63) 242 13 25', 'fax (63) 244 86 26'];['Restauracje, bary, puby', 'Catering']
Restauracja Katarzyna Parys;ul. Ligonia 5a44-280 Rydułtowy;www.restauracja-parys.pl;None;['tel. (32) 457 69 19', 'kom. 602 178 166'];['Restauracje, bary, puby', 'Przyjęcia okolicznościowe', 'Catering']
Restauracja KROPKA;ul. Galileusza 18 osiedle Kopernik67-200 Głogów;www.kropka.org.pl;None;['kom. 665 664 440'];['Restauracje, bary, puby', 'Catering']
Restauracja Marta Hotel;ul. Laskowska 1 Bierdzany46-046 Ligota Turawska;www.restmar.pl;None;['tel. (77) 421 32 07', 'kom. 501 462 398'];['Restauracje, bary, puby', 'Hotele, motele, hostele', 'Catering']
Restauracja POD ANIOŁAMI;ul. Grodzka 3531-001 Kraków - Śródmieście;www.podaniolami.pl;None;['tel. (12) 421 39 99'];['Restauracje, bary, puby', 'Catering']
Restauracja Rynek 29;ul. Rynek 2943-300 Bielsko-Biała;www.restauracjarynek29.pl;None;['tel. (33) 829 29 00'];['Restauracje, bary, puby', 'Catering']
Restauracja Słoneczna;ul. Powstańców Śląskich 4944-361 Syrynia;www.sloneczna.org;None;['tel. (32) 451 73 74', 'kom. 503 056 492'];['Restauracje, bary, puby', 'Przyjęcia okolicznościowe', 'Catering']
Restauracja ZŁOTY KURCZAK;ul. Warszawska 20605-300 Mińsk Mazowiecki;www.zloty-kurczak.pl;None;['tel. (25) 758 74 94', 'kom. 698 175 505'];['Restauracje, bary, puby', 'Catering']
Restauracja, Pub, Catering CZARNY KOT;ul. Mickiewicza 435-064 Rzeszów;www.czarnykot.com.pl;None;['tel. (17) 852 31 79', 'fax (17) 852 81 94'];['Restauracje, bary, puby', 'Catering']
Sala Władex;Kłodzin 15a62-290 Mieścisko;sala-klodzin.com.pl;None;['tel. (61) 427 78 16', 'kom. 603 748 065'];['Sale i domy weselne', 'Catering']
STUDIO MEDIA FILM;ul. Manhattan paw.209-100 Płońsk;www.studiogrupa.pl;None;['kom. 509 497 150', 'kom. 503 039 555'];['Artykuły ślubne i weselne', 'Dekoracje, wyposażenie wnętrz', 'Pirotechnika', 'Wideofilmowanie', 'Drukarnie, poligrafia', 'Ochrona osób i mienia', 'Namioty, hale', 'Catering']
SZWAJCARKA;ul. Stanisława Szobera 6/401-315 Warszawa;www.szwajcarka.net;None;['kom. 502 856 258'];['Zaopatrzenie gastronomiczne', 'Catering']
Telepizzeria SOPRANO;ul. Słoneczna 1058-400 Kamienna Góra;www.telepizzeria-soprano.pl;None;['tel. (75) 718 63 30'];['Pizzerie', 'Catering']
ADW Sp. z o.o. Przedsiębiorstwo Produkcyjno-Handlowe;ul. Zbożowa 243-175 Wyry;www.adw.com.pl;adw@adw.com.pl;['tel. (32) 218 71 85', 'fax (32) 323 00 85'];['Chemia budowlana', 'Środki ochrony roślin']
ART-BOR Plus dystrybucja, badania i utylizacja płynów instalacyjnych na bazie glikolu;ul. Łopuszańska 3602-220 Warszawa - Włochy;www.artbor.pl;biuro@artbor.pl;['tel. (22) 577 05 07', 'kom. 507 266 266'];['Chemia budowlana', 'Kleje, żywice', 'Klimatyzacja, wentylacja i chłodnictwo']
P.H.U. ROBAN;Nowa Wieś Legnicka 63a59-241 Legnickie Pole;www.roban.com.pl;info@roban.com.pl;['tel. (76) 850 65 53', 'tel./fax (76) 850 70 02'];['Chemia budowlana', 'Materiały budowlane', 'Farby, lakiery, emalie', 'Taśmy, taśmy samoprzylepne', 'Folia i artykuły foliowe', 'Materiały ścierne, polerujące', 'Izolacje, termoizolacje, hydroizolacje', 'Chemiczne środki, artykuły - produkcja, sprzedaż']
SCHOMBURG-Polska Sp. z o.o.;ul. Sklęczkowska 18a99-300 Kutno;www.schomburg.pl;biuro@schomburg.pl;['tel. (24) 254 73 42', 'fax (24) 253 64 27'];['Chemia budowlana', 'Uszczelnienia, uszczelki, materiały uszczelniające', 'Izolacje, termoizolacje, hydroizolacje']
Zakład Surowców Chemicznych i Mineralnych PIOTROWICE II Sp. z o.o.;ul. Górnicza 739-400 Tarnobrzeg;www.piotrowice2.com.pl;info@piotrowice2.com.pl;['tel. (15) 836 41 42 (Tarnobrzeg)', 'tel. (15) 836 40 21', 'tel. (41) 372 11 00 (Piotrowice)'];['Chemia budowlana', 'Materiały budowlane']
ARS-PUR;ul. Dzwonkowa 4 Władysławów96-321 Żabia Wola;www.piankisklep.pl;biuro@piankisklep.pl;['kom. 602 394 368'];['Chemia budowlana', 'Osuszanie, ocieplanie - sprzęt, usługi', 'Materiały budowlane']
BOTAMENT Systembaustoffe;ul. Prądzyńskiego 2063-000 Środa Wielkopolska;www.botament.pl;marketing@botament.pl;['tel. (61) 286 45 00'];['Chemia budowlana', 'Izolacje, termoizolacje, hydroizolacje', 'Materiały budowlane']
CHEMIS S.c.;ul. Świętokrzyska 16/741-608 Świętochłowice;www.chemis.info;chojnowski.a@op.pl;['tel./fax (34) 314 32 44', 'kom. 604 972 627'];['Chemia budowlana', 'Remonty i usługi budowlane']
KBM Sp. z o.o.;ul. Czyżewskiego 31a97-400 Bełchatów;www.kbm.com.pl;kbm@kbm.com.pl;['tel. (44) 633 61 56', 'fax (44) 633 79 42'];['Chemia budowlana', 'Tapety']
MC-Bauchemie Sp. z o.o.;ul. Prądzyńskiego 2063-000 Środa Wielkopolska;www.mc-bauchemie.pl;recepcja@mc-bauchemie.pl;['tel. (61) 286 45 00'];['Chemia budowlana', 'Kleje, żywice']
P.P.H.U. EURO-MIX Sp. z o.o.;ul. Boczna 644-240 Żory;www.euromix.com.pl;biuro@euromix.com.pl;['tel. (32) 434 44 72', 'tel. (32) 435 90 99'];['Chemia budowlana', 'Materiały budowlane', 'Kleje, żywice']
PCI Polska;ul. Kazimierza Wielkiego 5832-400 Myślenice;www.pci-polska.pl;pci-po|ska@pci-group.eu;['tel. (12) 372 80 35'];['Chemia budowlana', 'Chemiczne środki, artykuły - produkcja, sprzedaż', 'Farby, lakiery, emalie']
Förch Polska Sp. z o.o.;Miedzyrzecze Górne 37943-392 Międzyrzecze Górne;www.forch.pl;info@forch.pl;['tel. (33) 496 88 88', 'tel./fax (33) 815 85 48'];['Chemia budowlana', 'Narzędzia, elektronarzędzia', 'Pneumatyka, sprężarki, kompresory']
Hurtownia CHEMAL Artykuły Przemysłowe S.Ciołek, W.Krzyżak Sp.j.;ul. Gen.Leopolda Okulickiego 2d38-500 Sanok;chemal.sanok.pl;chemal.sanok@interia.pl;['tel. (13) 464 52 55-57', 'kom. 513 048 320'];['Chemia budowlana', 'Chemia gospodarcza']
PHU Hurt-Detal Now-ET;ul. Bystrzycka 2458-100 Świdnica;www.now-et.pl;nowet-swidnica@o2.pl;['tel. (74) 853 71 10 (dział sprzedaży)', 'tel./fax (74) 853 54 99 (dział sprzedaży)', 'kom. 691 848 790 (dział sprzedaży)'];['Chemia budowlana', 'Farby, lakiery, emalie', 'Kleje, żywice', 'Narzędzia, elektronarzędzia', 'Izolacje, termoizolacje, hydroizolacje', 'Materiały budowlane']
PI-BETA PETROCHEMIE;ul. Swarzewska 82/301-821 Warszawa - Bielany;www.pibeta-unirep.com.pl;betapetrochemie@gmail.com;['tel. (22) 635 88 29', 'kom. 501 333 739'];['Chemia budowlana', 'Lakierowanie, malowanie - maszyny, urządzenia, artykuły', 'Farby, lakiery, emalie', 'Kleje, żywice', 'Wyroby gumowe']
POL-MET Sp. z o.o.;Żanęcin, ul. Cicha 4605-462 Wiązowna;www.polmet.biz.pl;p_met@0P-P‘;['kom. 515 922 249'];['Chemia budowlana', 'Materiały budowlane']
Ambro-Sol Polska Sp. z o.o.;ul. Traugutta 4405-825 Grodzisk Mazowiecki;www.ambro-sol.pl;info@ambro-sol.pl;['tel. (22) 753 19 63'];['Chemia budowlana', 'Farby, lakiery, emalie', 'Chemia i kosmetyki samochodowe']
AMBUD Przedsiębiorstwo Wielobranżowe Marek Arnold;ul. Wrocławska 191-052 Łódź - Bałuty;www.ambud.com.pl;biuro@ambud.com.pl;['tel./fax (42) 637 36 35', 'kom. 504 064 328', 'kom. 505 041 117'];['Chemia budowlana', 'Materiały budowlane']
U PAWLIKA;al. Powstańców Wielkopolskich 16464-920 Piła;None;domos@domos.gd.pl;['tel. (67) 213 14 85', 'kom. 509-834-496'];['Chemia budowlana', 'Materiały budowlane', 'Glazura i terakota']
TARYK Salon Budowlany;ul. Gdańska 2b87-148 Łysomice;www.taryk.com.pl;None;['tel. (56) 678 32 34', 'fax (56) 678 38 86'];['Materiały budowlane', 'Chemia budowlana']
Baltazar Kompozyty Sp. z o.o.;ul. Starogardzka 42-4483-010 Straszyn;www.baltazarkompozyty.pl;None;['tel. (58) 691 78 14', 'fax (58) 691 01 85', 'kom. 609 145 126'];['Chemia budowlana']
BERTOS;ul. Orzechowa 1380-297 Banino;www.bertos.pl;None;['tel. (58) 343 20 80', 'tel. (58) 346 42 25', 'fax (58) 345 99 50'];['Chemia budowlana', 'Transport, spedycja']
Chemia Budowlana CHEKAR;aleja Krakowska 10005-090 Sękocin Stary;www.chekar.budujcie.pl;None;['tel./fax (22) 720 24 93', 'tel. (22) 720 01 84'];['Chemia budowlana', 'Kleje, żywice']
CHRYSO Polska Sp. z o.o.;ul. Wiśniowa 40b/1402-520 Warszawa - Mokotów;www.chryso.pl;None;['tel. (22) 542 42 51', 'tel./fax (22) 542 42 46-47', 'kom. 510 294 558'];['Chemia budowlana', 'Materiały budowlane']
DEKSPOL PPH;ul. Kościuszki 1462-300 Września;www.dekspol.pl;None;['tel. (61) 640 00 04-05'];['Chemia budowlana', 'Farby, lakiery, emalie']
FTH;ul. Przemysłowa 1283-400 Kościerzyna;www.fth.com.pl;None;['tel. (58) 686 21 42', 'tel./fax (58) 686 30 91'];['Chemia budowlana']
HYDRO-TECH;ul. Wrocławska 11258-100 Świdnica;www.hydro-tech.swidnica.pl;None;['tel. (74) 851 20 84', 'kom. 603 287 855', 'kom. 603 284 647'];['Chemia budowlana', 'Glazura i terakota', 'Łazienki - wyposażenie']
Mastmax MB Sp. z o.o.;ul. Dąbrowska 7142-500 Będzin;www.mb.biz.pl;None;['kom. 600 303 907'];['Chemia budowlana']
MERPOL Sp.j.;ul. Długa 520-346 Lublin;www.merpol.com;None;['kom. 501 432 874'];['Chemia budowlana']
P.H.U. LAK-SERWIS Krzysztof Strzałek;ul. Długa 1505-100 Nowy Dwór Mazowiecki;lak-serwis.firmy.net;None;['kom. 502 029 901'];['Chemia budowlana', 'Lakierowanie, malowanie - maszyny, urządzenia, artykuły']
Przedsiębiorstwo Handlowo-Usługowe DBM;ul. Tomaszowska 8293-635 Łódź - Górna;www.dlamistrzow.pl;None;['kom. 504 197 499'];['Chemia budowlana']
Przedsiębiorstwo Handlu Chemikaliami CHEMIA Sp. z o.o.;ul. Wspólna 945-831 Opole;www.chemia.opole.pl;None;['tel. (77) 474 58 00', 'fax (77) 474 26 59'];['Chemia budowlana']
Przedsiębiorstwo Produkcyjno-Handlowo-Usługowe TACK;ul. Brukowa 2891-341 Łódź - Bałuty;None;None;['tel./fax (42) 652 30 81'];['Chemia budowlana']
AGAT Materiały Budowlane;ul. Kajki 2311-100 Lidzbark Warmiński;psb-agat.pl;None;['tel. (89) 767 45 58', 'tel. (89) 767 30 58'];['Materiały budowlane', 'Izolacje, termoizolacje, hydroizolacje', 'Dachy - materiały i pokrycia dachowe', 'Farby, lakiery, emalie', 'Sufity podwieszane', 'Chemia budowlana', 'Okna', 'Schody, poręcze, balustrady']
Berner Polska Sp. z o.o.;aleja gen. T.Bora-Komorowskiego 25a31-476 Kraków - Śródmieście;www.berner.pl;None;['tel. (12) 297 62 00'];['Narzędzia, elektronarzędzia', 'Chemia budowlana', 'Motoryzacja, akcesoria, usługi motoryzacyjne', 'Śruby, wkręty, nakrętki, nity']
BJS Sp.j.;ul. Starzyńskiego 3539-200 Dębica;www.bjs.debica.net.pl;None;['tel. (14) 677 80 59', 'tel./fax (14) 681 55 18', 'kom. 604 489 769', 'kom. 604 489 756'];['Materiały budowlane', 'Dachy - materiały i pokrycia dachowe', 'Chemia budowlana']
Brico Depot;ul. Krakowiaków 7802-255 Warszawa - Włochy;www.bricodepot.pl;None;['tel. (22) 575 31 00', 'fax (22) 575 32 00'];['Materiały budowlane', 'Chemia budowlana', 'Armatura przemysłowa']
BUDO-INSTAL;ul. Okulickiego 237-450 Stalowa Wola;www.budo-instal.go3.pl;None;['tel. (15) 842 93 11', 'tel. (15) 845 05 14'];['Materiały budowlane', 'Chemia budowlana', 'Dachy - materiały i pokrycia dachowe', 'Farby, lakiery, emalie', 'Okna', 'Drzwi', 'Parapety']
BUDPOL Sp.j.;ul. Łapiguz 10221-400 Łuków;www.budpol.skleppsb.pl;None;['tel. (25) 797 10 82'];['Materiały budowlane', 'Chemia budowlana', 'Farby, lakiery, emalie']
DLService Profi;ul. Solskiego 3732-800 Brzesko;www.dlservice.eu;None;['tel. (14) 684 93 80', 'fax (14) 686 17 77'];['Remonty i usługi budowlane', 'Firmy budowlane', 'Chemia budowlana', 'Zabytki - renowacja, konserwacja']
DOM-TER Półgrabia Sp.j.;ul. Łaska 227/22998-220 Zduńska Wola;www.dom-ter.com.pl;None;['tel. (43) 823 33 38', 'tel. (43) 824 54 66', 'fax (43) 824 74 88'];['Materiały budowlane', 'Dekoracje, wyposażenie wnętrz', 'Chemia budowlana']
EBUD Sp.j. Dudek&Dudek;ul. Piłsudskiego 15032-540 Trzebinia;www.matbud.info;None;['tel./fax (32) 612 17 04'];['Materiały budowlane', 'Narzędzia, elektronarzędzia', 'Chemia budowlana']
ELPIO;aleja Jana Pawła II 7505-250 Radzymin;www.elpiohurt.pl;None;['kom. 513 183 585'];['Elektrotechnika - sprzęt, usługi', 'Chemia budowlana', 'Materiały budowlane']
ESEL;ul. Sęczkowa 8803-986 Warszawa - Wawer;www.esel.waw.pl;None;['tel. (22) 671 85 06', 'kom. 501 228 095'];['Materiały budowlane', 'Chemia budowlana']
F.H. NAMI Sp.j.;ul. Ofiar Terroru 71c44-280 Rydułtowy;www.nami.net.pl;None;['tel. (32) 457 73 65'];['Materiały budowlane', 'Firmy budowlane', 'Izolacje, termoizolacje, hydroizolacje', 'Chemia budowlana', 'Farby, lakiery, emalie']
Farbud Sp.j.;ul. Generała G.S.Pattona 1015-691 Białystok;www.farbybialystok.pl;None;['tel. (85) 654 71 01', 'fax (85) 664 90 37', 'kom. 600 269 633'];['Farby, lakiery, emalie', 'Chemia budowlana', 'Kleje, żywice']
Firma Handlowa JADRYCH;ul. Objazdowa 2562-300 Września;www.jadrych.pl;None;['tel. (61) 436 73 68', 'fax (61) 436 57 55', 'kom. 510 275 483'];['Glazura i terakota', 'Instalacje, urządzenia sanitarne', 'Łazienki - wyposażenie', 'Chemia budowlana']
Greston Sp. z o.o.;Aleja Krakowska 1005-090 Sękocin Nowy;www.greston.com.pl;None;['tel. (22) 720 55 25', 'tel./fax (22) 720 55 24'];['Łazienki - wyposażenie', 'Glazura i terakota', 'Chemia budowlana']
Grupa Handlo-Budowa Sp. z o.o.;ul. Leszczyna 5385-356 Bydgoszcz;www.ghb.pl;None;['tel. (52) 376 70 70', 'fax (52) 376 70 50'];['Materiały budowlane', 'Chemia budowlana']
Hurtownia Budowlana GRESTA;ul. Chełmińska 1186-100 Świecie;www.gresta.pl;None;['tel. (52) 331 09 33', 'tel. (52) 330 20 90'];['Materiały budowlane', 'Chemia budowlana']
KOWALCZYK Materiały Budowlane;ul. Terespolska 9905-074 Halinów;www.kowalczyk-mb.pl;None;['tel. (22) 783 88 88', 'tel. (22) 783 76 00', 'fax (22) 783 76 67'];['Materiały budowlane', 'Dachy - materiały i pokrycia dachowe', 'Chemia budowlana']
MCERAMIC;ul. Budowlana 441-106 Siemianowice Śląskie;www.mceramic.com;None;['tel. (32) 740 00 40', 'fax (32) 740 00 44'];['Glazura i terakota', 'Chemia budowlana', 'Łazienki - wyposażenie']
P.H.U. Barbara Skowrońska;ul. Sierpecka 9187-630 Skępe;www.phu-skepe.w.interia.pl;None;['tel./fax (54) 287 75 64', 'kom. 603 879 423'];['Materiały budowlane', 'Okna', 'Narzędzia, elektronarzędzia', 'Chemia budowlana']
P.P.H.U. RAD-BUD;ul. Ludwika Norblina 2595-015 Głowno;www.radbud-glowno.pl;None;['tel./fax (42) 710 81 80', 'kom. 501 299 080', 'kom. 502 670 778'];['Materiały budowlane', 'Chemia budowlana']
P.U.H. EL-BAU II Sp. z o.o.;ul. Szparagowa 962-081 Wysogotowo;www.elbau.com.pl;None;['tel. (61) 816 29 70', 'fax (61) 816 29 73'];['Materiały budowlane', 'Chemia budowlana']
PPG Deco Polska Sp. z o.o.;Lewkowiec 6863-400 Ostrów Wielkopolski;www.dyrup.pl;None;['tel. (62) 733 82 00'];['Farby, lakiery, emalie', 'Chemia budowlana']
PROMBUD;ul. Pomorska 4190-203 Łódź - Śródmieście;www.prombud.pl;None;['tel. (042) 630 47 92', 'tel. (042) 633 31 58', 'kom. 606 280 090'];['Materiały ścierne, polerujące', 'Chemia budowlana']
Przedsiębiorstwo Handlowe Usługowe IMPORT-EXPORT Józef Tajduś;ul. 3 Maja 3448-300 Nysa;www.tajdus.pl;None;['tel./fax (77) 433 61 51'];['Brukarstwo', 'Materiały budowlane', 'Baseny, fontanny - produkcja, budowa, sprzedaż', 'Chemia budowlana']
Przedsiębiorstwo Wielobranżowe TERBUD;ul. Główna 3 Koteże83-200 Starogard Gdański;www.terbudkoteze.pl;None;['tel./fax (58) 561 13 14', 'kom. 504 211 729'];['Materiały budowlane', 'Dachy - materiały i pokrycia dachowe', 'Chemia budowlana']
Skład Materiałów Budowlanych i Opałowych WOJ-TOM;Maszkowice33-390 Łącko;www.woj-tom.pl;None;['fax (18) 444 62 46', 'kom. 793 666 019'];['Materiały budowlane', 'Chemia budowlana', 'Dachy - materiały i pokrycia dachowe']
Śląskie Kruszywa Naturalne Sp. z o.o.;ul. Kościelna 147-300 Krapkowice;www.skn.pl;None;['tel. (77) 402 10 00', 'fax (77) 402 10 16'];['Budowlany kamień i kruszywa', 'Chemia budowlana']
ORO POLSKA Sp. z o.o.;ul. Tanowska 20a72-010 Police;oro.pl;biuro@oro.pl;['tel. (91) 317 62 00'];['Chemia gospodarcza', 'Chemiczne środki, artykuły - produkcja, sprzedaż']
adRem higiena Jolanta Sachmerda;Międzyrzecze Górne 37043-392 Międzyrzecze Górne;adrem-higiena.pl;biuro@adrem-higiena.pl;['tel. (33) 821 29 94', 'fax (33) 506 54 54', 'kom. 512 054 554', 'kom. 509 705 135'];['Chemia gospodarcza', 'Higieniczne i opatrunkowe artykuły', 'Chemiczne środki, artykuły - produkcja, sprzedaż']
CT Chemie Technik Polska;pl. Mieroszewskich 241-400 Mysłowice;www.ct-technik.com.pl;biuro@ct-technik.com.pl;['tel./fax (32) 223 00 25', 'kom. 509 256 805'];['Chemia gospodarcza', 'Przemysłowe maszyny i urządzenia']
DRACO;Korzeniew 11062-831 Mycielin;www.draco-bis.pl;biuro@draco-bis.pl;['tel. (62) 767 23 55', 'kom. 606 767 200', 'kom. 602 400 178'];['Chemia gospodarcza', 'Chemia i kosmetyki samochodowe', 'Chemiczne środki, artykuły - produkcja, sprzedaż']
DUKAT S.J.Dulski Hurtownia Chemii Gospodarczej;ul. Na Zapleczu 1887-100 Toruń;www.dukatchemia.pl;dukat@dukatchemia.pl;['tel./fax (56) 659 91 60 ul. Na Zapleczu', 'tel. (56) 477 81 74 ul. Towarowa'];['Chemia gospodarcza', 'Kosmetyki - produkcja, sprzedaż', 'Higieniczne i opatrunkowe artykuły']
ELTE Sp. z o.o.;ul. Warcisława 5b74-106 Stare Czarnowo;www.elte.pl;elte@elte.pl;['tel. (91) 312 41 91', 'fax (91) 312 41 98', 'tel. (91) 312 41 94'];['Chemia gospodarcza', 'Higieniczne i opatrunkowe artykuły', 'Folia i artykuły foliowe', 'Świece, znicze', 'Chemiczne środki, artykuły - produkcja, sprzedaż', 'Kosmetyki - produkcja, sprzedaż', 'Opakowania i pojemniki', 'Papier i wyroby papierowe']
FENIKS Sp. z o.o.;ul. Becedykta Cesarza 1130-427 Kraków - Podgórze;www.feniks-krakow.eu;fenikszoo@op.pl;['tel./fax (12) 267 71 82', 'kom. 508 339 943'];['Chemia gospodarcza', 'Chemia i kosmetyki samochodowe', 'Opałowe materiały', 'Paliwa, oleje, smary']
JUST-POL Sprzęt i Środki Czystości firm Numatic, Voigt, Kleen;ul. Rzgowska 3393-008 Łódź - Górna;just-pol.pl;biuro@just-pol.pl;['tel./fax (42) 681 25 44', 'tel. (42) 684 47 33', 'kom. 602 246 304'];['Chemia gospodarcza', 'Urządzenia czyszczące, myjące - produkcja, sprzedaż, serwis', 'Sprzątanie', 'Małe AGD']
POLIMER chemia gospodarcza;ul. Zakrzowska 21a51-318 Wrocław - Psie-Pole;www.polimer24.pl;sprzedaz@polimer24.pl;['kom. 883 188 888'];['Chemia gospodarcza', 'Chemiczne środki, artykuły - produkcja, sprzedaż', 'Dywany, wykładziny - produkcja, sprzedaż, czyszczenie']
SELAX P.P.H.U.;ul. Strzeszyńska 35/3760-479 Poznań - Jeżyce;www.selax.pl;biuro@selax.pl;['tel./fax (61) 847 74 64', 'kom. 602 223 341', 'kom. 606 240 007'];['Chemia gospodarcza', 'Taśmy, taśmy samoprzylepne']
TRIOMEN Sp. z o.o.;ul. Szopena 2938-320 Gorlice;www.triomen.pl;biuro@triomen.pl;['tel. (18) 353 53 00'];['Chemia gospodarcza', 'Tytoń i artykuły tytoniowe', 'Papier i wyroby papierowe', 'Kosmetyki - produkcja, sprzedaż']
Chemia Gospodarcza ZALCHEM Sp.j.;ul. Jasna 62 Zwierzyniec Pierwszy42-152 Opatów;www.zalchem.pl;zalchem@zalchem.pl;['tel./fax (34) 318 09 48'];['Chemia gospodarcza', 'Chemiczne środki, artykuły - produkcja, sprzedaż']
DABEX S.c.;ul. Naftowa 1591-073 Łódź - Polesie;www.dabex-lodz.pl;biuro@dabex-lodz.pl;['tel./fax (42) 633 89 56'];['Chemia gospodarcza', 'Chemiczne środki, artykuły - produkcja, sprzedaż', 'Higieniczne i opatrunkowe artykuły']
DANAR Danuta Dąbrowska i Wspólnicy Sp.j.;ul. Zawodzie 7a02-981 Warszawa - Mokotów;www.danar.waw.pl;danar@danar.waw.pl;['tel./fax (22) 651 66 46'];['Chemia gospodarcza']
Dolphin Chemia Przemysłowa Sp. z o.o.;ul. Karola Miarki (dojazd od ul. Robotniczej)41-400 Mysłowice;www.dolphin.pl;dolphin@dolphin.com.pl;['tel. (32) 223 85 07', 'fax (32) 223 85 08'];['Chemia gospodarcza', 'Chemiczne środki, artykuły - produkcja, sprzedaż']
HG Polska Sp. z o.o.;ul. Dąbrowskiego 17e93-177 Łódź - Górna;www.hgpolska.pl;hgpolska@hgpolska.pl;['tel. (42) 655 98 80', 'fax (42) 655 98 90'];['Chemia gospodarcza']
KALA Krzysztof Strzelecki;ul. płk. Karola Myrka 3259-220 Legnica;www.kala.pl;biuro@kala.pl;['tel. (76) 854 87 09', 'kom. 605 735 016'];['Chemia gospodarcza', 'Chemia i kosmetyki samochodowe']
P.P.H.U. LAUFER Sławomir Waszek;ul. Szarotki 3443-303 Bielsko-Biała;www.laufer.pl;poczta@laufer.pl;['tel. (33) 818 29 18', 'kom. 605 617 301'];['Chemia gospodarcza', 'Chemia i kosmetyki samochodowe', 'Chemiczne środki, artykuły - produkcja, sprzedaż']
Sklep Internetowy chemiakosmetyki.eu;ul. Poziomkowa 226-026 Bilcza;www.chemiakosmetyki.eu;sklep@chemiakosmetyki.eu;['kom. 792 486 283'];['Chemia gospodarcza', 'Kosmetyki - produkcja, sprzedaż']
SORANA Rafał Kustra;ul. Radzikowskiego 77A/6731-315 Kraków - Krowodrza;www.sorana.pl;info@sorana.pl;['kom. 888 512 512'];['Chemia gospodarcza']
MIKAPA Baseny;ul. Nakielska 13785-347 Bydgoszcz;www.mikapa.pl;None;['tel. (52) 320 20 60', 'tel. (52) 320 20 61'];['Baseny, fontanny - produkcja, budowa, sprzedaż', 'Chemia gospodarcza', 'Budownictwo hydrotechniczne']
Agencja Handlowo Usługowa BAZAREK;ul. Kilińskiego 4541-200 Sosnowiec;bazarek.otobiznes.pl;None;['kom. 796 721 246'];['Chemia gospodarcza']
Ambersil Polska;ul. Żupnicza 1703-821 Warszawa - Praga Południe;www.ambersil.ajm.pl;None;['tel. (22) 512 40 85', 'fax (22) 512 40 60'];['Chemia gospodarcza']
Colgate-Palmolive Poland Sp. z o.o.;wybrzeże Gdyńskie 6d01-531 Warszawa - Bielany;www.colgate.pl;None;['tel. (22) 328 22 22', 'fax (22) 328 22 23', 'infolinia 0801 116 611'];['Chemia gospodarcza', 'Kosmetyki - produkcja, sprzedaż']
